"positive","apple","@Blackberry & @Facebook U R really about to make me throw this @Blackberry in the trash an get an @Apple iPhone! @Facebook upload issues!"
"neutral","twitter","@DylawnWard 100 tweets already? Damn son #twitter #whore #twitwhore #gi #get #it?"
"negative","galaxy note","Samsung has steadily improved it's Galaxy Note phones. With the Note 5, the wheels fell off. Like the 2nd half of my first season! #WreckEm"
"positive","sting","*Cena and Sting stare from the ramp at Triple H and Seth Rollins* was really a closing to Monday Night Raw y'all. That happened. #RAW"
"positive","galaxy note","Samsung may allow pen detach by voice or gesture on the Galaxy Note 5 .... http://fb.me/22rIrU8IW "
"positive","kindle2","Reading my kindle2...  Love it... Lee childs is good read."
"neutral","twitter","Ahhh!! Why is #Twitter so #addicting"
"neutral","microsoft","@Brittjje #MICROSOFT"
"positive","oracle","Creating some new jewelry tonight. Photos to be posted tomorrow. Along with an Oracle reading. ;) Keep an eye... http://fb.me/6XmzWcdR7 "
"neutral","twitter","Tired A'f &gt;.&lt; #Twitter Off"
"negative","twitter","Anyone in #twitter land know if retweets are broken? Haven't seen any since Tuesday."
"negative","apple","@Apple would do better to inform customers properly about migrating to #iCloud - many complaints lead to #image damage http://t.co/QL7zmPpO"
"positive","harry potter","https://www.esuus.org/indianapolis/  Sunday talking about Shakespeare class at Oxford U. Go, Bard! Here is hall from Harry Potter pic.twitter.com/0HMRS3KS3H"
"neutral","apple","yeah, @apple is updated!! planking photos, #lmaoo http://t.co/IusXJJDq"
"positive","google","Nexus Prime looks NICE. #google #android"
"positive","ukip","Looking forward to Friday, on the guest list for UKIP's No launch for the referendum #UKIP"
"negative","hillary","Hillary looks as comfortable dancing with a child as she is coming out of the closet. https://twitter.com/HillaryClinton/status/641398505173557249 …"
"positive","batman","I just scanned that Batman comic. I will post it tomorrow on my website, Tumblr, Facebook, MySpace, LinkedIn, Friendster, LiveJournal, etc."
"negative","apple","One would think the voice recognition on the @apple tech support line would work a little better."
"positive","taylor_swift","The Best Day - Taylor Swift "
"negative","jeb bush","Donald Trump: Jeb Bush should be 'speaking English while in the United States': Donald Trump on Wednesday fire... http://bit.ly/1JO6rtj "
"positive","madonna","I have to decide am I going to go to a Madonna concert on Saturday. Could be interesting. That's gotta be a 3-4 hour show, right?"
"neutral","apple","Whoa! Line at @apple store in Glendale for iPhone 4S  http://t.co/yZlpogXB"
"neutral","google","#Google's #Android 4.0 Development Plan: Make Android Prettier http://t.co/7X0OFPuq @paidcontent"
"neutral","twitter","i've been slackin on my #twitter game"
"neutral","twitter","#Twitter-off"
"positive","kurt cobain","Top: Kurt Cobain Solo Album Given November Release Date - with the DVD release of the film http://dlvr.it/BwczD4  pic.twitter.com/Soz7fLqbY3"
"positive","taylor_swift","kinda bummed the RedWings Pre-game show is on and i cant watch Taylor Swift's Dateline show. "
"negative","planned parenthood","Sure, they did. How heinous and barbaric, and yet, the democrats stand with PLanned Parenthood rather than BABIES! https://twitter.com/mrctv/status/638849115921752064 …"
"positive","pride parade","#LRT My mom just called to razz me about not inviting her to help decorate the Pride Parade float I'm going to be in tomorrow."
"neutral","apple","@_alastair w/ respect, the old alternatives were talking to a computer in india or the geek squad. @apple does a pretty great job."
"negative","apple","@apple u guys are gay"
"negative","rick perry","#Overheard at #Candidate101: Did you know that Rick Perry ran out of $ to pay his staff? It's the 1st time he's paid women as much as men!"
"neutral","twitter","I just installed the new Twidroyd for #Twitter on my #Android Phone - It's #Free, give it a try. http://t.co/nvNns7VR"
"positive","iphone","Business Insider: RUMOUR: Siri may always be ready to respond to your voice on the next iPhone (AAPL): Apple t... http://bit.ly/1L1h7tZ "
"positive","ipod","#EGGPLANT (i want a ipod) https://twitter.com/markiplier/status/639688811031564288 …"
"positive","aaron rodgers","So far I have drafted Aaron Rodgers at #9 overall, and then at #16 in the 2nd round, Matt Forte. Not bad."
"neutral","twitter","Wordd @BblowPoundz This #TT was well needed cuz I thought #Twitter was dien."
"negative","tory","Truth to The Scum as we call it in Liverpool is an alien concept. It exists to peddle Tory lies #DontBuyTheSun https://twitter.com/charlesfrith/status/621104764181348353 …"
"neutral","microsoft","Search Governance in #SharePoint 2010 http://t.co/xtqv4DW5 #microsoft"
"neutral","microsoft","Microsoft turns your body into a touchscreen http://t.co/8LbJuq4y #Microsoft"
"positive","amazon prime day","Have you heard about Amazon Prime day? Don't miss it - July 15th! Yay! #ad #PrepForPrime @amazon #HappyPrimeDay http://www.amazon.com/primeday "
"positive","bbc","#AINA The Christian Militia Taking on Islamic State in Iraq: (BBC) -- Across the sun-scorched landscape of... http://bit.ly/1OvsR74  #ME"
"positive","tgif","TGIF! We have a lot going on here at Channel 5 this morning. That's right it's Friday morning pep rally! I'm also... http://fb.me/7MgZQ2AAx "
"neutral","google","Funny how #samsung didn't have the #facebook app on their #galaxynexus demo but instead had #google+ LOOL."
"negative","insects","ugh. the amount of times these stupid insects have bitten me. Grr.."
"positive","lexus","This is the 8th free Lexus earner on our team. Over the moon excited for Terri and Jason! #dreambig #livehappy pic.twitter.com/P4sK0HeI0i"
"positive","lexus","REPORT: Thrilled to announce @EricPincus will join the guys tomorrow morning. If you see him driving a Lexus, it definitely wasn't us."
"neutral","google","On Google+ then go here http://t.co/RCSwZlxK #GPlus #Googleplus #Google #teamfollowback #socialnetwork"
"positive","cannavaro","Drogba(as reports suggest he is preferred to start), If Cannavaro has anything close to the game he had on friday then he takes this."
"positive","oracle","Dale Sun doesn't use Oracle, he is the Oracle."
"neutral","twitter","M'kiite #twitter Off"
"neutral","google","China Machado, I was googling earlier the women that resembles my momma) #iphoneartists #conceptualart #google http://t.co/TZvjaQlI"
"positive","twitter","I keep forgettin how much i really like #Twitter lol"
"negative","apple","@apple: Multiple times siri is having trouble connecting to the network.  Siri needs servers (and some exercise!)"
"positive","bentley","All incoming Freshman: Come to Jennison 308 to check out the Sustainability at Bentley session tomorrow at 3 pm!"
"positive","serena","Kim and Simon Huck watching Serena Vs. Venus at day 9 of the 2015 U.S. open on Tuesday in Queens, NY. pic.twitter.com/dT3KaYPaS7"
"positive","chelsea","Jesus! Chelsea vs Everton will the first game on Saturday. LOL. Hope I have a shoulder to lean on."
"positive","mariah carey","Pictures: Mariah Carey out and about in Porto Cervo, Sardinia, Italy - 26 Aug 2015 http://www.mirror.co.uk/3am/celebrity-news/mariah-carey-dresses-down-after-6330704#ICID=sharebar_twitter … #beautiful #Italy #MC25 #lambily"
"neutral","microsoft","RT @MahimaKurra: @CloudNewsIndia #Microsoft Announces #Open Source based #Cloud Service http://t.co/MtK3XZ2l"
"positive","kurt cobain","And I'm glad you're feeling much better. You're still very pale, though! A little sun... - Kurt Cobain 1967-1993"
"negative","jeb bush","Jeb Bush is an utter failure Should drop out now as he is in 10th place"
"positive","ipod","@amitbhawani @geekyranjit ...what are your thoughts about Apple's iPod touch 6th gen?"
"positive","bentley","Bentley the pup is enjoying the Old Main lawn on this warm afternoon. Happy Friday, Penn State! pic.twitter.com/qWKnsu5Dzx"
"positive","venice beach","Alex said he's gonna take me to Venice Beach Saturday and karla is gonna pay for my 5 star hotel by the beach.. SWEET THANKS GUYS#"
"positive","messi","James Rodriguez is fast closing in on the 2nd grade of best footballers (those immediately after Messi and Ronaldo)..."
"neutral","google","Samsung, Google Unveil Latest Android OS, Phone - PCWorld  #google"
"positive","teen wolf","im going to marathon all of the episodes in the 5th season of teen wolf that i havent seen yet bc i deserve that dammit"
"positive","amazon","New Release September 9th which is the prequel to Complicated Love Affairs by Yolanda Dumas available on Amazon. pic.twitter.com/wJSUQwE0t1"
"neutral","microsoft","Microsoft Excel: How To Alternate the Color Between Rows - http://t.co/x7TZk9sG #microsoft"
"negative","david cameron","Sat here in actual tears this country needs to do something about these refugees. It's everyone's problems. David Cameron needs to act!"
"positive","valentine's day","I just found the teddy bear I got from this kid on Valentine's Day in 7th grade lmfaoo"
"positive","jurassic world","Don't miss out on the free showing of the summer hit, Jurassic World, tomorrow, Wednesday in CC 121 at 4:00p.m. #NOVA pic.twitter.com/tdZbgohJFy"
"negative","erdogan","Less than 5 months after the last legislative elections Erdogan's gamble may not solve Turkey poll impasse... http://fb.me/2q7umBFjb "
"positive","galaxy note","Samsung Galaxy S6 Edge Plus could be available on August 21: Samsung is scheduled to announce the Galaxy Note... http://bit.ly/1guDKeH "
"positive","michael jackson","Rock Calendar 9-7-01: Performing on stage for first time in 11 years, Michael Jackson is reunited with Jackson 5 at The 30th Anniv. Celeb."
"neutral","google","http://t.co/pUvXwjjc Is it #Google #bookmark or #links that bring site #traffic blogspot http://t.co/KPdXWPEB wp http://t.co/31g0geqy"
"neutral","eating","eating breakfast and then school"
"positive","bob marley","I wanna see Bob Marley back into mainstream charts, injecting love into people's life's, may help the world."
"neutral","google","#Google Buzz to the junkyard along with four other services including Jaiku http://t.co/XzxMHuuu &gt; liked Jaiku"
"neutral","apple","RT @rdingwell: .@Apple has a record quarter and because a bunch of professional guessers (aka analysts) wanted more, its a disappointmen ..."
"neutral","google","Just Been To The Future And Back lol... Just Watch Something Happening Tomorrow Morning! #Google #Android"
"positive","batman","Not funny because it may be true and it certainly won't save your parents. But it is Batman @Neauxpe @crunchenhanced https://twitter.com/KimWyles11/status/641212976305950720 …"
"neutral","google","Motorola Droid Razr vs. Samsung Galaxy Nexus (chart) - CNET (blog) http://t.co/oRkTnT7R #nexus #one #google"
"neutral","night at the museum","going to see the new night at the museum  movie with my family oh boy a three year old in the movies fuin"
"negative","san francisco","bonjour San Francisco. My back hurts from last night.."
"negative","amazon","A little worried about Amazon. The collection was meant to go up on Saturday but is still not available."
"negative","david beckham","David Beckham may play Bond? Absolutely not. Couldn't bear the thought. Elba is the man for that role, Beckham should be nowhere near it."
"neutral","twitter","Sometimes I get so lost in #twitter that I end up living vicariously through other people #massconfusion"
"positive","night at the museum","no watching The Night At The Museum. Getting Really Good"
"neutral","apple","Evolution of @Apple Ads 1975-2002: http://t.co/QTOqOZ42 @thesavoia #stevejobs #tech #art"
"positive","sting","HERE WE GO Monday Night Raw hopefully we get another good show tonight Sting vs Rollins at NOC should be really good #RAW"
"positive","google","RT @p1j Android 4.0 Ice Cream Sandwich is Here with a Google Nexus in new Avtar!   http://t.co/MTu7tGx7   #android #google #nexus #BigMAMA"
"negative","apple","Correction: @ Best Buy kudos to Chris @ Alamo Ranch S.A. TX-fixed issues couldn't resolve after 1/2 day w/ @ATT & @Apple. Hero of my day!"
"neutral","vegas","@Jeremeyxvx you know you broke edge in vegas  happy 8th year brahhh"
"positive","bob marley","This SATURDAY! Live stream to Japan! Mad sounds and fashion! Rasta wear!! Big up to the late Bob Marley!"
"negative","google","Android ice-cream sandwich's Face Unlock fails to perform recognition when demo'ed on stage :D#google #Nexus http://t.co/CSAeFRHc"
"positive","microsoft","#Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/xtZMPSMT #enterprise"
"positive","barca","Real Madrid get better of De Gea saga, Barca goalies also under pressure: While transfer deadline day may have... http://es.pn/1XfqqeK "
"neutral","jquery","I spent most of my day reading a jQuery book. Now to start drinking some delirium tremens."
"positive","labor day","The Professional Development Series is off this week for Labor Day. We will return next Tuesday with another #webinar."
"negative","cundiff","Rg is cleared for the Vikings game Sunday #goodmood p.s. thank God we got rid of Cuntsniff or is it Cundiff?"
"positive","star wars","Who wants to go see Star Wars ep 7 with me in December?"
"negative","monsanto","too funny! // Monsanto 2 begin spraying cities w/ chemical designed to make people not hate Monsanto via @UrbanAnomie http://urbananomie.com/2014/08/03/monsanto-to-begin-spraying-cities-with-chemical-designed-to-make-people-not-hate-monsanto/ …"
"positive","facebook","Youtube and Facebook ftw! "
"negative","headache","I've had a headache for 2 days and it won't go away "
"neutral","boise state","Our Football Season Preview shows start airing tonight on The Mtn..half-hour, each program..the latest on Boise State also on tonight's MSR."
"neutral","boise state","@QBKILLA Good morning Killa! Who's your pick for the Georgia - Boise State game this Saturday?"
"positive","michael jackson","Mojo just did a mini-mix of classic Michael Jackson that just made my Thursday better."
"positive","magic mike xxl","@channingtatumsaw Magic Mike XXL. 4th time. If you think it's just about stripping.....you would be wrong.....#YOURbeautyisenough"
"positive","windows 10","I might update to Windows 10 tomorrow now I have a laptop charger again. Is the general consensus still good?"
"positive","jurassic world","Jurassic World is back in IMAX... Hmmm, see it tonight or tomorrow?... or both?"
"neutral","microsoft","#Microsoft #Wireless #Keyboard 3000 Review http://t.co/C4GOy04V #wirelesskeyboardandmouse #mousecombos"
"positive","ric flair","I hope Ric Flair prevents John Cena from getting his 16th title. Wwe write that into the script @TripleH @StephMcMahon"
"negative","google","Youtube video views are still not updating properly. #google #youtube #fail"
"positive","galaxy note","#Samsung Galaxy Note 5 May Ditch The MicroSD Card Slot: When Samsung released the Galaxy S6 and ... http://bit.ly/1fYZiit  #samsung-note"
"neutral","seattle","@twinsmvb i will be rooting for twins in seattle this weekend! shhh, don't tell my mariners friends "
"positive","beyonce","I wasn't even lit anymore by the time Beyonce came on. Gotta do better tomorrow lol"
"neutral","microsoft","New #microsoft #WindowsLiveBook V2 Mobile Video + #GraphicsWorkstation http://t.co/LcUvLvAd"
"positive","apple watch","Busy first day at #Soccerex. Coming tomorrow? Don't miss the chance to win an Apple Watch at our stand! (298) #WiFi pic.twitter.com/9nvq59NXo5"
"neutral","microsoft","#Job #ICT System Administrator Windows: GSI Consultants, Zug http://t.co/96Vi7GIu #Microsoft #IT"
"neutral","apple","Is leaving Steve's photo on the @apple home page what he would really want? In his honor...let's get back to innovation!  Eh, @mark_newton?"
"neutral","twitter","#Retail friends, follow @MicrosoftHelps on #Twitter.  A GREAT resource and the official account for @Microsoft #CustomerService & Support!"
"neutral","twitter","RT @Ashu180489: Progress is a Process , Surprised to see a sensible topic trending worldwide in #twitter"
"positive","minecraft","Stream coming tomorrow streaming Minecraft and madden come check it out http://shou.tv/identity303 "
"neutral","apple","eating @apple xDD"
"negative","obama","&his caution on the 1st problem caused 2nd problem! Cautious on Syria war, Obama now cautious on refugee crisis CSM http://goo.gl/l7zTUj "
"negative","sarah palin","In boxing a 1-2 punch means a potential knock out If George W Bush was the 1st Punch in America's face, we were lucky to escape Sarah Palin"
"positive","bentley","Purdue's Bentley and the defense in shut down mode on their first series. Mr. Optimist wonders if Boilers can get 1st play mulligan?"
"positive","xbox","@EliteDangerous your Xbox release on 6th of October is the exact same date as the Elite Wireless controller. Coincidence?"
"neutral","david taylor","I don't know of a rule that could stop QLD playing David Taylor - the NRL to us on if QLD can play Taylor tomorrow in #Origin3 #nrl"
"positive","fleetwood mac","Whatever you looking out for, have a great Friday.... Fleetwood Mac - Big Love https://youtu.be/rjKL469SpR0  #btc #bitcoin"
"neutral","microsoft","Windows Phone Mango Update Released to 'Nearly Everyone' http://t.co/SX1NQJJ1 #microsoft #Technology"
"positive","minecraft","@AshleeeyMaarie you may have not won at Mario Kart, but you proved that Minecraft is your kingdom! #BowDown #LoGLive"
"negative","rick perry","After raising only a little over $1 million for his campaign by the end of June, Rick Perry has stopped paying campaign staff members,"
"neutral","microsoft","#HPVirtualSystem for #Microsoft, latest from the $250 million I2A initiative #HPCI #cloudcomputing http://t.co/yx1R3WsX"
"neutral","apple","@NoVaTyler I lost a lot that I paid for @apple @WordsWFriends etc! #nothappy oh well, poop happens"
"neutral","microsoft","Learned a new word BLOB regarding to #Microsoft #SharePoint moving .docs from the database to a fileserver. #vmworld #VMworld2011"
"positive","t-mobile","Tonight's first meeting of the 5th ann. #ubalt #zombie course kicks off with T-Mobile, Sprint, and Ashley Madison. Wait...what? True! ;)"
"positive","tgif","Thank Goodness It's Friday! TGIF - now it's time to escape to Riverwalk Place! - One Night Stay in a Luxury Suite... http://fb.me/5gGuKEW8Z "
"positive","google","This looks interesting...and you can sign in with your Google account SAT Practice on Khan Academy https://www.khanacademy.org/sat  via @khanacademy"
"positive","@microsoft","Microsoft, I may not prefer your gaming branch of business. But, you do make a damn fine operating system. #Windows10 @Microsoft"
"positive","apple","Goosebumps I always get before an announcement. 10AM it will be streaming on Apple's website. Get ready! https://twitter.com/tim_cook/status/641603657503371265 …"
"positive","boehner","@PsychoSix-Smoker Beohner got 98% of what he wanted. Fact: Dow down 634 today and Boehner OWNS every point. #p2 #fok #maddow #teaparty"
"positive","bbc","BBC may have just redeemed themselves by gaining rights to#NFL coverage after losing the rugby, well nearly... http://ind.pn/1hWSxil "
"neutral","google","Is Google planning to launch its own iTunes rival? - The Times of India http://t.co/1x73o5Yz #google"
"positive","ibm","Back from holiday, and back to work. Now on my 3rd day here and it's like I was never away. Recruitment in IBM never stops."
"positive","game of thrones","It's sunday so you know what that means. Taking over .@OriginPC with episode 5 of Game of Thrones come on down http://twitch.tv/originpc "
"negative","summize","@defsounds WTF is the point of deleting tweets if they can still be found in summize and searches? Twitter, please fix that. Thanks and bye"
"neutral","google","Looking at some of the new features of #ICS it looks like #Google got some inspiration from #CyanogenMod."
"neutral","twitter",".@chrispirillo Re. #twitter 1,402,239 positive opinions http://t.co/uUd7ea3v? vs. 688,546 negative http://t.co/Q7Kf5xKz?"
"positive","google","@WPdesignteam @joebelfiore @windowsphone - You guys just taught #Google #Android how to design a decent phone. So much Metro. Good Job guys!"
"positive","tiger woods","#Magazine #Book Sports Illustrated April 21, 1997 Issue Tiger Woods #Golf on the Cover New Master http://dlvr.it/BygVcT  #TigerWoods #Sale"
"neutral","twitter","RT @Grazitti: #Twitter to Reformat All URLs With T.co	http://t.co/jnmnbs9W"
"positive","cavs","#Cavs lost, Lebron may be the king but he needs more help from his people!  worst day ever."
"negative","apple","…and only the first 23 images in my Photo Roll made it over? Seriously, @apple, how did you fuck this up so much?"
"neutral","twitter","@MindPhucked you changed your #twitter name?!"
"neutral","microsoft","After years of failures, #Microsoft is finally making money in the handheld market -- but not in the way you’d think"
"positive","venice beach","Oh how the sun makes me happy. #sunsetswithmearethebest @ Venice Beach https://instagram.com/p/5_MczxQfYD/ "
"positive","michelle obama","In May I sent a Children at Nature Play sign to First Lady Michelle Obama. Today, I received a thank you note... http://fb.me/3965sv2IT "
"positive","minecraft","No stream tonight guys and girls! Minecraft will be tomorrow!"
"positive","kurt cobain","Is there anywhere in the United States of America that has the book Journals by Kurt Cobain? I mean, c'mon."
"neutral","england","My suitcase has been with me to england, greece, italy, france, china, philippines and more, this may be its last trip "
"positive","apple","@iancollinsuk @apple I like what you did there...!"
"neutral","twitter","Put your twitter on autopilot and let it gain followers for you!! http://t.co/hze1TqAl #TeamFollowBack #Twitter #autopilot #1000aday 10"
"negative","microsoft","When u dine with a customer u shoukd never explain abt solutions unless he ask , M$ never lean the concept #microsoft #fail"
"neutral","google","@Affan Fact! They still do everything better though #google"
"negative","hillary","Hillary is the Washington establishment, say whatever it takes to get elected. We need a change up... It may not be me but elect someone"
"positive","twitter","@TheMarketaire This whole #Facebook change makes more nervous than excited. What about privacy, etc.? I much prefer #Twitter"
"neutral","google","#Android Ice Cream Sandwich features face-recognition to unlock your phone, no more entering a pin or password #fb #google"
"positive","hannibal","FINALLY washed off all the blood. I had so much fun running around as Abigail today. Decided I'm doing Nigel and Hannibal tomorrow."
"positive","teen wolf","|| Will get to replies now. Teen Wolf may have sucked me in yesterday....the whole day. XD #WouldLoveToMakeATWAccountButNotEnoughTime >:"
"positive","netflix","Yeah, @beachgurlnani our data resets tomorrow, but don't burn it up on the road this weekend watching Netflix! pic.twitter.com/SQNleG9WYX"
"positive","eric church","Rocking out the Eric Church. Typical Friday Night https://instagram.com/p/7Otrdet6LD/ "
"neutral","microsoft","#SIGSource #Microsoft's Tami Reller says get on the bus and if you don't want to be on the bus, get off the road."
"positive","ibm","NEW: IBM executive J. Bruce Harreld named 21st president of @uiowa over faculty concerns about his qualifications. http://ow.ly/RLtqb "
"neutral","apple","RT @TerryStorch: With @twitter and @apple partnership, would be great if SMS from 40404 to iOS devices would use imessage."
"positive","rick perry","Limited government leads to unlimited opportunity...the Constitution is my owner's manual...10th Amendment. Gov Rick Perry #dream15"
"negative","twitter","WHY DFF IS #TWITTER STILL LAGGIN ON SHOWIN WHO RETWEETS UR SHITT"
"neutral","apple","@apple and @nintendo need to partner up for the app store"
"positive","nokia","My phone would want to pull it's shit together by Saturday, otherwise it's back to a Nokia :)))))"
"neutral","google","#Google unveils what's new in #Android 4 'Ice Cream Sandwich' http://t.co/uOLAYieA"
"positive","microsoft","Blog Post: Cool Tool : Microsoft Mouse Without Borders. http://t.co/uM860jFh #Tools #Utilities #microsoft"
"positive","david cameron","Did you know that 'David Cameron' was Trending Topic on Thursday 3 for 7 hours in Sheffield? http://www.trendinalia.com/twitter-trending-topics/unitedkingdom/sheffield-150903.html … #trndnl"
"neutral","apple","@_courtneytaylor @apple did you get a 4S?"
"positive","google","@jowyang it's difficult to pass up #google+ considering the social seo benefits of google+ vs facebook"
"positive","apple","Save me from #HP's unwanted OS! Help me buy an #iPhone! I have seen the light! #lol http://t.co/8gUP9Acz #backchannel @apple"
"positive","harry potter","Today is the 18th anniversary of HARRY POTTER. There are few things I look back on with as much love and... http://fb.me/6P130vYY8 "
"neutral","microsoft","#Microsoft’s Ballmer: Android phones are boring, overcomplicated http://t.co/xyM8fxD0 via @BGR"
"positive","mariah carey","Mariah Carey discography is untouchable. No one is closer. Y'all know it but try to defend their faves. Janet is the 2nd"
"neutral","twitter","RT @SharonHayes: Top 50 #Twitter Acronyms, Abbreviations and Initialisms http://t.co/nEqHcJsY  /via @ruhanirabin"
"positive","starbucks","Had my first Iced Carmel Macchiato from Starbucks this year today!! Then got to enjoy the sun and have class outside in the garden! "
"positive","snoop dogg","Finally got my hands on Dre's new album #Compton. On my 3rd listen through and all I can think about is how Snoop Dogg went off!"
"positive","twitter","#Twitter &lt;33333"
"neutral","twitter","#Twitter: What's happening? #Facebook: What's on your mind? #Myspace: Where is everyone?"
"positive","mariah carey","Just listening to whitney houston, celin dione and mariah carey.... just a perfect sunday,, true talent there ladies and gents"
"negative","david cameron","Every voter in Scotland is being betrayed because David Cameron and Theresa May make all our MSP's job impossible. #GCHQ #Spies #bbcdp #pmqs"
"positive","snoop dogg","Snoop Dogg headlines Tribal Sessions tomorrow and he will be bringing some old school Hip Hop and summers vibes... http://fb.me/5m10t7kL7 "
"positive","taylor swift","Taylor Swift is Coming Toronto,ON October 2nd and 3rd at Rogers Centre Get your Tickets Now!! Will you be in... http://stylequapro.blogspot.com/2015/09/taylor-swift-is-coming-to-your-town.html?spref=tw …"
"neutral","google","New tools giving the user the ability to restrict mobile data usage. #Google #Android #ICS"
"positive","tom cruise","Edge of Tomorrow with Tom Cruise is phenomenal"
"neutral","google","#Google confirms #Nexus S will get #Ice_Cream_Sandwich -- for real this time (#Gingerbread devices, too) http://t.co/4x69YDfE"
"negative","erdogan","@abdughenisabit Erdogan the Son of Jews Like his Grand Father Mustafa Kamal Ata Turk (May Allah Curse Him)"
"neutral","apple","Still a line @apple store Hillsdale mall #94402 http://t.co/wzVxNz8E"
"positive","justin","I really wish I didn't have work or school tomorrow bc I'd so be in the city to see Justin right now fuck my life"
"negative","exam","Math review. Im going to fail the exam."
"neutral","microsoft","RT @WesleyBackelant: Marketeer of the Year @ http://t.co/O07MOLI4 Please support @davidmerzel #microsoft"
"positive","microsoft","Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/7YvJMHnQ"
"neutral","apple","Hey @Apple, could you hook the voice memos app on the iPhone up with fine scrubbing? Journalists need love too."
"positive","minecraft","So I may have just bought Minecraft."
"negative","jeb bush","OMG A Trump supporter on #CNN just suggested that Jeb Bush may have low testosterone which is why he's low energy."
"neutral","twitter","GOODNITEE #TWITTER!!!"
"positive","jurassic world","Going to see Jurassic World for the 8th time, but this time with my Dad"
"positive","pride parade","SOGIC and #LawyersWithPride are getting ready for the Pride Parade in Vancouver this Sunday. Hope to see you there! http://ow.ly/Q2ZQX "
"negative","car warranty call","Just blocked United Blood Services using Google Voice. They call more than those Car Warranty guys."
